0;0;0;0;x;x
1;8;153;234;PROV_NSM_SEA_001;x
2;9;92;149;PROV_NSM_SEA_002;x
3;13;151;228;PROV_NSM_SEA_003;x
4;15;130;190;PROV_NSM_SEA_004;x
5;15;142;190;PROV_NSM_SEA_005;x
6;16;46;147;PROV_NSM_SEA_006;x
7;16;52;254;PROV_NSM_SEA_007;x
8;16;61;124;PROV_NSM_SEA_008;x
9;16;135;253;PROV_NSM_SEA_009;x
10;21;143;205;PROV_NSM_SEA_010;x
11;23;72;208;PROV_NSM_SEA_011;x
12;25;109;218;PROV_NSM_SEA_012;x
13;25;133;254;PROV_NSM_SEA_013;x
14;31;111;183;PROV_NSM_SEA_014;x
15;32;66;238;PROV_NSM_SEA_015;x
16;33;123;223;PROV_NSM_SEA_016;x
17;35;35;41;PROV_NSM_LAND_0001;x
18;35;60;135;PROV_NSM_SEA_017;x
19;35;82;36;PROV_NSM_LAND_0002;x
20;35;113;58;PROV_NSM_LAND_0003;x
21;35;114;218;PROV_NSM_SEA_018;x
22;35;117;65;PROV_NSM_LAND_0004;x
23;35;128;42;PROV_NSM_LAND_0005;x
24;35;132;83;PROV_NSM_LAND_0006;x
25;35;133;88;PROV_NSM_LAND_0007;x
26;35;155;120;PROV_NSM_LAND_0008;x
27;35;175;64;PROV_NSM_LAND_0009;x
28;35;178;67;PROV_NSM_LAND_0010;x
29;35;180;215;PROV_NSM_LAND_0011;x
30;35;193;58;PROV_NSM_LAND_0012;x
31;35;193;61;PROV_NSM_LAND_0013;x
32;35;203;67;PROV_NSM_LAND_0014;x
33;35;205;91;PROV_NSM_LAND_0015;x
34;35;220;116;PROV_NSM_LAND_0016;x
35;35;224;170;PROV_NSM_LAND_0017;x
36;35;226;213;PROV_NSM_LAND_0018;x
37;35;232;232;PROV_NSM_LAND_0019;x
38;35;237;131;PROV_NSM_LAND_0020;x
39;36;59;72;PROV_NSM_LAND_0021;x
40;36;59;91;PROV_NSM_LAND_0022;x
41;36;60;68;PROV_NSM_LAND_0023;x
42;36;86;78;PROV_NSM_LAND_0024;x
43;36;161;156;PROV_NSM_LAND_0025;x
44;36;167;191;PROV_NSM_LAND_0026;x
45;36;180;202;PROV_NSM_LAND_0027;x
46;36;183;80;PROV_NSM_LAND_0028;x
47;36;193;203;PROV_NSM_LAND_0029;x
48;36;199;83;PROV_NSM_LAND_0030;x
49;36;226;74;PROV_NSM_LAND_0031;x
50;36;237;190;PROV_NSM_LAND_0032;x
51;36;241;49;PROV_NSM_LAND_0033;x
52;37;42;238;PROV_NSM_SEA_019;x
53;37;55;89;PROV_NSM_LAND_0034;x
54;37;92;93;PROV_NSM_LAND_0035;x
55;37;100;115;PROV_NSM_LAND_0036;x
56;37;107;117;PROV_NSM_LAND_0037;x
57;37;111;137;PROV_NSM_LAND_0038;x
58;37;112;89;PROV_NSM_LAND_0039;x
59;37;116;141;PROV_NSM_LAND_0040;x
60;37;141;113;PROV_NSM_LAND_0041;x
61;37;149;40;PROV_NSM_LAND_0042;x
62;37;150;50;PROV_NSM_LAND_0043;x
63;37;158;135;PROV_NSM_LAND_0044;x
64;37;167;173;PROV_NSM_LAND_0045;x
65;37;170;83;PROV_NSM_LAND_0046;x
66;37;176;142;PROV_NSM_LAND_0047;x
67;37;187;54;PROV_NSM_LAND_0048;x
68;37;214;153;PROV_NSM_LAND_0049;x
69;37;219;176;PROV_NSM_LAND_0050;x
70;37;219;177;PROV_NSM_LAND_0051;x
71;37;228;70;PROV_NSM_LAND_0052;x
72;37;228;202;PROV_NSM_LAND_0053;x
73;37;235;53;PROV_NSM_LAND_0054;x
74;37;239;182;PROV_NSM_LAND_0055;x
75;37;240;215;PROV_NSM_LAND_0056;x
76;38;38;47;PROV_NSM_LAND_0057;x
77;38;38;53;PROV_NSM_LAND_0058;x
78;38;86;95;PROV_NSM_LAND_0059;x
79;38;93;81;PROV_NSM_LAND_0060;x
80;38;138;173;PROV_NSM_LAND_0061;x
81;38;166;45;PROV_NSM_LAND_0062;x
82;38;172;104;PROV_NSM_LAND_0063;x
83;38;174;124;PROV_NSM_LAND_0064;x
84;38;190;78;PROV_NSM_LAND_0065;x
85;38;202;227;PROV_NSM_LAND_0066;x
86;38;213;165;PROV_NSM_LAND_0067;x
87;38;231;55;PROV_NSM_LAND_0068;x
88;38;241;242;PROV_NSM_LAND_0069;x
89;39;55;200;PROV_NSM_SEA_020;x
90;39;61;239;PROV_NSM_SEA_021;x
91;39;63;85;PROV_NSM_LAND_0070;x
92;39;75;90;PROV_NSM_LAND_0071;x
93;39;102;195;PROV_NSM_SEA_022;x
94;39;114;123;PROV_NSM_LAND_0072;x
95;39;117;38;PROV_NSM_LAND_0073;x
96;39;119;92;PROV_NSM_LAND_0074;x
97;39;167;94;PROV_NSM_LAND_0075;x
98;39;228;152;PROV_NSM_LAND_0076;x
99;39;235;149;PROV_NSM_LAND_0077;x
100;39;238;160;PROV_NSM_LAND_0078;x
101;39;241;37;PROV_NSM_LAND_0079;x
102;39;243;138;PROV_NSM_LAND_0080;x
103;40;63;42;PROV_NSM_LAND_0081;x
104;40;71;59;PROV_NSM_LAND_0082;x
105;40;89;101;PROV_NSM_LAND_0083;x
106;40;160;108;PROV_NSM_LAND_0084;x
107;40;175;84;PROV_NSM_LAND_0085;x
108;40;176;182;PROV_NSM_LAND_0086;x
109;40;183;191;PROV_NSM_LAND_0087;x
110;40;187;78;PROV_NSM_LAND_0088;x
111;40;188;112;PROV_NSM_LAND_0089;x
112;40;188;144;PROV_NSM_LAND_0090;x
113;40;189;190;PROV_NSM_LAND_0091;x
114;40;190;169;PROV_NSM_LAND_0092;x
115;40;208;104;PROV_NSM_LAND_0093;x
116;40;210;200;PROV_NSM_LAND_0094;x
117;40;215;86;PROV_NSM_LAND_0095;x
118;40;225;213;PROV_NSM_LAND_0096;x
119;40;230;127;PROV_NSM_LAND_0097;x
120;40;237;172;PROV_NSM_LAND_0098;x
121;41;53;43;PROV_NSM_LAND_0099;x
122;41;62;249;PROV_NSM_SEA_023;x
123;41;68;43;PROV_NSM_LAND_0100;x
124;41;73;120;PROV_NSM_SEA_024;x
125;41;81;252;PROV_NSM_SEA_025;x
126;41;107;141;PROV_NSM_LAND_0101;x
127;41;131;46;PROV_NSM_LAND_0102;x
128;41;171;166;PROV_NSM_LAND_0103;x
129;41;173;157;PROV_NSM_LAND_0104;x
130;41;175;89;PROV_NSM_LAND_0105;x
131;41;212;211;PROV_NSM_LAND_0106;x
132;41;213;143;PROV_NSM_LAND_0107;x
133;41;229;80;PROV_NSM_LAND_0108;x
134;41;231;101;PROV_NSM_LAND_0109;x
135;41;236;237;PROV_NSM_LAND_0110;x
136;42;52;50;PROV_NSM_LAND_0111;x
137;42;56;46;PROV_NSM_LAND_0112;x
138;42;116;67;PROV_NSM_LAND_0113;x
139;42;124;142;PROV_NSM_LAND_0114;x
140;42;131;119;PROV_NSM_LAND_0115;x
141;42;171;122;PROV_NSM_LAND_0116;x
142;42;176;152;PROV_NSM_LAND_0117;x
143;42;206;107;PROV_NSM_LAND_0118;x
144;42;216;64;PROV_NSM_LAND_0119;x
145;42;229;179;PROV_NSM_LAND_0120;x
146;42;236;221;PROV_NSM_LAND_0121;x
147;42;238;54;PROV_NSM_LAND_0122;x
148;42;239;43;PROV_NSM_LAND_0123;x
149;42;242;200;PROV_NSM_LAND_0124;x
150;42;244;239;PROV_NSM_LAND_0125;x
151;43;78;83;PROV_NSM_LAND_0126;x
152;43;78;94;PROV_NSM_LAND_0127;x
153;43;101;68;PROV_NSM_LAND_0128;x
154;43;113;86;PROV_NSM_LAND_0129;x
155;43;133;54;PROV_NSM_LAND_0130;x
156;43;140;86;PROV_NSM_LAND_0131;x
157;43;156;116;PROV_NSM_LAND_0132;x
158;43;190;46;PROV_NSM_LAND_0133;x
159;43;203;213;PROV_NSM_LAND_0134;x
160;43;245;106;PROV_NSM_LAND_0135;x
161;44;45;78;PROV_NSM_LAND_0136;x
162;44;54;247;PROV_NSM_SEA_026;x
163;44;95;48;PROV_NSM_LAND_0137;x
164;44;109;69;PROV_NSM_LAND_0138;x
165;44;114;49;PROV_NSM_LAND_0139;x
166;44;152;75;PROV_NSM_LAND_0140;x
167;44;187;56;PROV_NSM_LAND_0141;x
168;44;190;51;PROV_NSM_LAND_0142;x
169;44;196;167;PROV_NSM_LAND_0143;x
170;44;197;113;PROV_NSM_LAND_0144;x
171;44;216;153;PROV_NSM_LAND_0145;x
172;44;218;217;PROV_NSM_LAND_0146;x
173;44;234;177;PROV_NSM_LAND_0147;x
174;45;72;39;PROV_NSM_LAND_0148;x
175;45;118;101;PROV_NSM_LAND_0149;x
176;45;149;38;PROV_NSM_LAND_0150;x
177;45;164;111;PROV_NSM_LAND_0151;x
178;45;172;59;PROV_NSM_LAND_0152;x
179;45;203;179;PROV_NSM_LAND_0153;x
180;45;216;54;PROV_NSM_LAND_0154;x
181;45;229;71;PROV_NSM_LAND_0155;x
182;46;75;65;PROV_NSM_LAND_0156;x
183;46;90;110;PROV_NSM_LAND_0157;x
184;46;100;118;PROV_NSM_LAND_0158;x
185;46;113;139;PROV_NSM_LAND_0159;x
186;46;131;148;PROV_NSM_LAND_0160;x
187;46;141;64;PROV_NSM_LAND_0161;x
188;46;147;49;PROV_NSM_LAND_0162;x
189;46;151;170;PROV_NSM_LAND_0163;x
190;46;160;110;PROV_NSM_LAND_0164;x
191;46;186;51;PROV_NSM_LAND_0165;x
192;46;187;177;PROV_NSM_LAND_0166;x
193;46;188;91;PROV_NSM_LAND_0167;x
194;46;203;109;PROV_NSM_LAND_0168;x
195;46;204;74;PROV_NSM_LAND_0169;x
196;47;66;90;PROV_NSM_LAND_0170;x
197;47;72;97;PROV_NSM_LAND_0171;x
198;47;85;49;PROV_NSM_LAND_0172;x
199;47;87;78;PROV_NSM_LAND_0173;x
200;47;147;71;PROV_NSM_LAND_0174;x
201;47;154;90;PROV_NSM_LAND_0175;x
202;47;185;61;PROV_NSM_LAND_0176;x
203;47;189;146;PROV_NSM_LAND_0177;x
204;47;190;112;PROV_NSM_LAND_0178;x
205;47;190;211;PROV_NSM_LAND_0179;x
206;47;194;63;PROV_NSM_LAND_0180;x
207;47;202;48;PROV_NSM_LAND_0181;x
208;47;227;53;PROV_NSM_LAND_0182;x
209;48;36;80;PROV_NSM_LAND_0183;x
210;48;39;49;PROV_NSM_LAND_0184;x
211;48;56;192;PROV_NSM_SEA_027;x
212;48;59;84;PROV_NSM_LAND_0185;x
213;48;98;209;PROV_NSM_SEA_028;x
214;48;100;57;PROV_NSM_LAND_0186;x
215;48;111;129;PROV_NSM_LAND_0187;x
216;48;119;143;PROV_NSM_LAND_0188;x
217;48;135;100;PROV_NSM_LAND_0189;x
218;48;141;111;PROV_NSM_LAND_0190;x
219;48;146;101;PROV_NSM_LAND_0191;x
220;48;157;128;PROV_NSM_LAND_0192;x
221;48;170;62;PROV_NSM_LAND_0193;x
222;48;176;193;PROV_NSM_LAND_0194;x
223;48;181;144;PROV_NSM_LAND_0195;x
224;48;184;98;PROV_NSM_LAND_0196;x
225;48;187;79;PROV_NSM_LAND_0197;x
226;48;190;162;PROV_NSM_LAND_0198;x
227;48;200;218;PROV_NSM_LAND_0199;x
228;48;201;64;PROV_NSM_LAND_0200;x
229;48;205;210;PROV_NSM_LAND_0201;x
230;48;216;182;PROV_NSM_LAND_0202;x
231;48;223;171;PROV_NSM_LAND_0203;x
232;49;40;63;PROV_NSM_LAND_0204;x
233;49;41;208;PROV_NSM_SEA_029;x
234;49;44;229;PROV_NSM_SEA_030;x
235;49;52;52;PROV_NSM_LAND_0205;x
236;49;89;116;PROV_NSM_LAND_0206;x
237;49;98;214;PROV_NSM_SEA_031;x
238;49;101;116;PROV_NSM_LAND_0207;x
239;49;107;164;PROV_NSM_SEA_032;x
240;49;121;87;PROV_NSM_LAND_0208;x
241;49;133;167;PROV_NSM_LAND_0209;x
242;49;145;125;PROV_NSM_LAND_0210;x
243;49;145;234;PROV_NSM_SEA_033;x
244;49;164;198;PROV_NSM_LAND_0211;x
245;49;174;93;PROV_NSM_LAND_0212;x
246;49;179;175;PROV_NSM_LAND_0213;x
247;49;180;116;PROV_NSM_LAND_0214;x
248;49;202;152;PROV_NSM_LAND_0215;x
249;49;207;140;PROV_NSM_LAND_0216;x
250;49;239;46;PROV_NSM_LAND_0217;x
251;50;72;91;PROV_NSM_LAND_0218;x
252;50;90;125;PROV_NSM_LAND_0219;x
253;50;109;72;PROV_NSM_LAND_0220;x
254;50;132;124;PROV_NSM_LAND_0221;x
255;50;133;121;PROV_NSM_LAND_0222;x
256;50;139;90;PROV_NSM_LAND_0223;x
257;50;139;157;PROV_NSM_LAND_0224;x
258;50;162;123;PROV_NSM_LAND_0225;x
259;50;177;207;PROV_NSM_LAND_0226;x
260;50;204;217;PROV_NSM_LAND_0227;x
261;50;221;99;PROV_NSM_LAND_0228;x
262;50;221;224;PROV_NSM_LAND_0229;x
263;50;222;109;PROV_NSM_LAND_0230;x
264;50;223;200;PROV_NSM_LAND_0231;x
265;50;228;211;PROV_NSM_LAND_0232;x
266;50;230;223;PROV_NSM_LAND_0233;x
267;50;240;132;PROV_NSM_LAND_0234;x
268;50;243;245;PROV_NSM_LAND_0235;x
269;50;244;224;PROV_NSM_LAND_0236;x
270;51;103;124;PROV_NSM_LAND_0237;x
271;51;121;39;PROV_NSM_LAND_0238;x
272;51;127;141;PROV_NSM_LAND_0239;x
273;51;155;152;PROV_NSM_LAND_0240;x
274;51;162;185;PROV_NSM_LAND_0241;x
275;51;167;52;PROV_NSM_LAND_0242;x
276;51;173;61;PROV_NSM_LAND_0243;x
277;51;180;189;PROV_NSM_LAND_0244;x
278;51;193;192;PROV_NSM_LAND_0245;x
279;51;198;45;PROV_NSM_LAND_0246;x
280;51;229;106;PROV_NSM_LAND_0247;x
281;51;230;130;PROV_NSM_LAND_0248;x
282;51;237;233;PROV_NSM_LAND_0249;x
283;52;38;40;PROV_NSM_LAND_0250;x
284;52;55;67;PROV_NSM_LAND_0251;x
285;52;65;85;PROV_NSM_LAND_0252;x
286;52;71;82;PROV_NSM_LAND_0253;x
287;52;82;98;PROV_NSM_LAND_0254;x
288;52;101;37;PROV_NSM_LAND_0255;x
289;52;104;96;PROV_NSM_LAND_0256;x
290;52;108;65;PROV_NSM_LAND_0257;x
291;52;111;74;PROV_NSM_LAND_0258;x
292;52;122;205;PROV_NSM_SEA_034;x
293;52;145;78;PROV_NSM_LAND_0259;x
294;52;163;63;PROV_NSM_LAND_0260;x
295;52;185;195;PROV_NSM_LAND_0261;x
296;52;192;169;PROV_NSM_LAND_0262;x
297;52;198;202;PROV_NSM_LAND_0263;x
298;52;200;120;PROV_NSM_LAND_0264;x
299;52;233;218;PROV_NSM_LAND_0265;x
300;53;37;41;PROV_NSM_LAND_0266;x
301;53;57;63;PROV_NSM_LAND_0267;x
302;53;65;157;PROV_NSM_SEA_035;x
303;53;98;37;PROV_NSM_LAND_0268;x
304;53;122;68;PROV_NSM_LAND_0269;x
305;53;128;89;PROV_NSM_LAND_0270;x
306;53;156;74;PROV_NSM_LAND_0271;x
307;53;170;59;PROV_NSM_LAND_0272;x
308;53;185;78;PROV_NSM_LAND_0273;x
309;53;202;159;PROV_NSM_LAND_0274;x
310;53;211;207;PROV_NSM_LAND_0275;x
311;53;226;114;PROV_NSM_LAND_0276;x
312;53;227;196;PROV_NSM_LAND_0277;x
313;53;232;133;PROV_NSM_LAND_0278;x
314;53;238;103;PROV_NSM_LAND_0279;x
315;53;240;144;PROV_NSM_LAND_0280;x
316;53;244;154;PROV_NSM_LAND_0281;x
317;54;101;50;PROV_NSM_LAND_0282;x
318;54;111;70;PROV_NSM_LAND_0283;x
319;54;127;96;PROV_NSM_LAND_0284;x
320;54;150;119;PROV_NSM_LAND_0285;x
321;54;156;86;PROV_NSM_LAND_0286;x
322;54;157;151;PROV_NSM_LAND_0287;x
323;54;160;100;PROV_NSM_LAND_0288;x
324;54;166;189;PROV_NSM_LAND_0289;x
325;54;172;125;PROV_NSM_LAND_0290;x
326;54;196;147;PROV_NSM_LAND_0291;x
327;54;211;154;PROV_NSM_LAND_0292;x
328;54;216;95;PROV_NSM_LAND_0293;x
329;54;241;104;PROV_NSM_LAND_0294;x
330;55;73;55;PROV_NSM_LAND_0295;x
331;55;99;131;PROV_NSM_LAND_0296;x
332;55;114;133;PROV_NSM_LAND_0297;x
333;55;164;89;PROV_NSM_LAND_0298;x
334;55;172;81;PROV_NSM_LAND_0299;x
335;55;177;156;PROV_NSM_LAND_0300;x
336;55;179;130;PROV_NSM_LAND_0301;x
337;55;192;89;PROV_NSM_LAND_0302;x
338;55;198;134;PROV_NSM_LAND_0303;x
339;55;221;98;PROV_NSM_LAND_0304;x
340;56;59;63;PROV_NSM_LAND_0305;x
341;56;76;85;PROV_NSM_LAND_0306;x
342;56;82;87;PROV_NSM_LAND_0307;x
343;56;86;105;PROV_NSM_LAND_0308;x
344;56;87;47;PROV_NSM_LAND_0309;x
345;56;145;94;PROV_NSM_LAND_0310;x
346;56;155;72;PROV_NSM_LAND_0311;x
347;56;160;151;PROV_NSM_LAND_0312;x
348;56;190;69;PROV_NSM_LAND_0313;x
349;56;193;105;PROV_NSM_LAND_0314;x
350;56;195;146;PROV_NSM_LAND_0315;x
351;56;209;201;PROV_NSM_LAND_0316;x
